era,spearman_seed0,numerai_corr_seed0,spearman_seed1,numerai_corr_seed1,spearman_seed2,numerai_corr_seed2
0579,0.02562561931371202,0.007793742874974486,0.008671755935712386,0.008167919759248117,0.012156190949448658,0.005679388222942035
0580,0.032402852100226184,0.028305027058609548,0.04814163071899497,0.035212677611077596,5.39563210379229e-05,0.0025120088942014113
0581,0.00456852763740417,0.010268777246142476,-0.0014430090917223071,0.015788919761478015,0.016050419820626688,0.016782492771546115
0582,0.022140871343615573,0.038809835753214436,0.014308785980389165,0.02732113808241673,0.021115480361025802,0.013748607417937254
0583,0.008957026671254786,0.020094639650483012,0.07082240918506029,0.06630211056213668,0.02983621662305074,0.007668878831274763
0584,0.029737265890153672,0.0111443767490494,0.023416202084104564,0.015885660400608768,-0.0007008985643615898,-0.0024258522519691405
0585,0.004236849799827516,-0.002756348858621491,0.03722080194366053,0.03257021359694666,0.008641496445004896,0.0074310437141110516
0586,0.030488199842735035,0.038130934433606156,0.030521026428536456,0.026569082654970207,0.044215883538767424,0.04652748715957521
0587,0.0023924646514834175,-0.0057695495749533945,-0.004994355448712726,0.0036315033886787458,0.008252447499727497,-0.00283746665576534
0588,0.00350440353915874,0.014854326565558658,-0.0031624319981253778,0.028218322110580018,0.002163782446137104,4.034978802957712e-05
0589,0.02817618652533582,0.03727258131669737,-0.009081816716368905,-0.025936396367837997,-0.0039185178328933505,-0.010038876237286063
0590,-0.01007314428772979,-0.019910020764822407,0.025028230878037083,0.008097229056641045,-0.03498429929729331,-0.033253187727633055
0591,0.04434283718901543,0.026995035564853873,0.004663164816897593,-0.000821230696370429,-0.012558272607513165,-0.010024465421641881
0592,0.020814208554657914,0.016852650907045526,0.06037409042480897,0.07935652957085229,0.029016468322461093,0.01153537303049051
0593,0.008147722935749162,0.019305427085654338,0.018515978689049303,0.028185351450252773,0.014306595818976819,0.032947286316870834
0594,0.04188976844521159,0.07017015538327734,0.060212935198873316,0.06325110703453764,0.06918702064402335,0.09916048485730802
0595,0.012037286830753677,0.019037599860235937,0.025816445390661545,-0.011169463239064665,0.04758604359729454,0.06974225769738425
0596,0.03354550299514275,0.029363025137377815,0.017892459045703198,0.011420168380252206,0.047736089820385394,0.05069635020309348
0597,0.06322493046177968,0.04706512010708179,0.004596947801375023,0.009555817885495352,0.049849282764143826,0.03303370632506483
0598,0.06228836391468266,0.05459696749638605,0.029349584342313495,0.03231989176443496,0.02460945829026764,0.03578626299381337
0599,0.056905890481308605,0.0594628263033659,0.03129316660454262,0.038144137372828193,0.05235764407134506,0.04358742171442286
0600,0.0298792438518114,0.04341725919816955,0.03632269227426144,0.045448479454128436,0.03725626206176381,0.03558115525327351
0601,0.012752662205269312,0.0146313207536752,0.011747331036576434,0.008548620265684544,-0.018333087434361982,-0.017626705238342512
0602,0.0058252848313276465,-0.0054782062643502,0.023360681310391228,0.04072980351991701,-0.03398055782877093,-0.02055678933908189
0603,0.0004260824607856219,-0.011627375077265746,0.03530815403109871,0.056646789758666806,0.019772835640899836,0.013481164443608465
0604,0.014357091528417614,-0.006995992827367837,0.030399352439765694,0.028117786473748612,0.025384210636390125,0.010711626406187195
0605,0.029704680821528537,0.046514620024051725,0.04658636922336154,0.04254975589557862,-0.006351443216766816,-0.0075533452896649955
0606,-0.01282233002232543,-0.00474751520121997,0.024041706209331902,0.029006840053456995,0.0062446903140099055,0.0037174349799429115
0607,0.025919098764653387,0.034929168636605244,0.04442803996240741,0.04631972876530078,0.01576225676270049,0.003400443453044355
0608,0.0245775101859242,0.02905504119822501,0.032192489291270686,0.04300130466962349,0.04392961744794028,0.05906693493939449
0609,0.042088458239534894,0.05514176196364171,0.018610657518697955,0.026294321025478937,0.0012685798262242016,0.007174419817180365
0610,0.04053117028648672,0.03081495120287733,0.016152239464768594,0.0188936074967554,0.004885133393698671,0.0302449093427196
0611,0.04950703825587344,0.04874232133786669,0.056893376753405334,0.03924688820498468,0.0078736419816751,0.029220637740939845
0612,0.013210785359184274,0.009830965623441868,0.01607863681558119,0.007607105686104276,-0.023068474455816463,-0.0204649390837544
0613,0.03928996756217367,0.04262665277938382,0.01745690648856243,-0.0014595088871108535,0.029749492804689987,0.02899382839930653
0614,0.028742097124578436,0.008342359021389415,0.023505820194724306,0.04813196139304648,0.02312087314037926,0.00953657159191643
0615,0.05397206528985235,0.04597782577898373,0.022616154862514455,0.027460530687754635,0.06574907237660599,0.0690973869081825
0616,0.03403982855676263,0.018836754486716612,-0.010655200099958802,-0.006689299823740764,0.028969481174801737,0.020579473157405444
0617,0.030412286117900346,0.014377387381224188,-0.0077332408948097685,0.006009921508650711,0.018598206488802352,0.022648037565785466
0618,0.029145190558646533,0.023500170473146693,0.0017709974656544057,0.021897578714855058,0.024948250567066576,0.035430017562643294
